address	checkins	city	country	created	icon	latitude	longitude	pid	title	type	updated
просп. Карла Маркса 19	0	112.0	1	1280741968	https://vk.com/images/places/clubs.png	61.787382	34.379496	741	Velvet	4	
Фонтанная 31	0	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.713507	55.942234	742	Chester	4	
Маршала Катукова 8	9	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.809575	37.402327	743	Disco	4	1408138001.0
Первомайский просп. 2	3	112.0	1	1280741968	https://vk.com/images/places/clubs.png	61.793255	34.348491	744	Mambo	4	1442361462.0
Петровка 17К1	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.764491	37.616485	745	Армида	4	1324646420.0
г. Бердск 	13	99.0	1	1280741968	https://vk.com/images/places/clubs.png	54.763545	83.103443	746	Lobby Bar	4	1476167177.0
Комсомольская 4	4	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.249461	104.259801	747	Шамбала	4	1378998993.0
Партизанский пр-т 1	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.194389	50.090087	748	Аура	4	1373454574.0
Ново-Садовая 106	90	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.217111	50.148797	749	Звезда	4	1507614996.0
Мельниковская 476	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.247878	50.25694	750	Валентина	4	1459004266.0
Военное шоссе 44	12	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.213046	50.172759	751	Полет	4	1492950245.0
Первомайский просп. 2	1	112.0	1	1280741968	https://vk.com/images/places/clubs.png	61.793255	34.348391	752	Метелица	4	1455813903.0
Земляной Вал 60К28	22	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.746512	37.654781	753	FM Club	4	1493319157.0
Митинская 52	9	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.85293	37.354186	754	Meet Club	4	1501167289.0
Трамвайная 5	4	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.216082	50.159006	755	Труба	4	1376171145.0
пер. Павленко 40а	1	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.840326	60.547079	756	Лайв	4	1460384499.0
просп. Испытателей 37	101	2.0	1	1280741968	https://vk.com/images/places/clubs.png	60.008536	30.262607	757	XXXX	4	1505234921.0
Крымский вал 3К2	2	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.729313	37.609049	758	Zachet	4	1386567270.0
Партизанский просп. 	0	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.313071	104.275636	759	Экодэнс-2006	4	
бухта Лазурная 	0	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.313068	104.275612	760	Ангара-2007	4	
 	10	87.0	1	1280741968	https://vk.com/images/places/clubs.png	67.162842	32.411153	761	Большой Питкуль	4	1399264480.0
Садовая 13	0	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.935051	30.335074	762	Хижина	4	
Ровио 3	6	112.0	1	1280741968	https://vk.com/images/places/clubs.png	61.764062	34.384733	763	Рай.com	4	1486240836.0
Каменская 32	83	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.029982	82.92944	764	Бродячая собака	4	1506072998.0
Шевченко 211	10	57.0	1	1280741968	https://vk.com/images/places/clubs.png	51.509078	104.11882	765	Спорткомплекс г. Байкальска	4	1472993901.0
Зеленый просп. 8б	33	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.748224	37.776215	766	Сова	4	1467411744.0
наб. реки Фонтанки 	0	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.922663	30.319376	767	Cash Bar	4	
ЦПКиО им. Маяковского 18	20	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.779403	37.689959	768	Актовый зал	4	1467888969.0
Театральный пр. 2	12	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.758797	37.622836	769	Cabaret Metropol	4	1412927126.0
Сурикова 	0	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.282233	104.313224	770	Parkour Only	4	1401633641.0
11-й км Байкальского тракта 59	4	10.0	1	1280741968	https://vk.com/images/places/clubs.png	48.735164	44.500401	771	Остров Робинзона	4	1425932978.0
Мамоновское ш 13-й км 47	0	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.786793	49.122813	772	Небо	4	
Богдана Хмельницкого 65К1	4	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.083132	82.967358	773	Барракуда	4	1424508031.0
Правобулачная 13	2	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.786764	49.122803	774	Крылья	4	1345110052.0
Менделеева 205а	7	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.74139	56.026855	775	Infinity	4	1440856013.0
Маршала Чуйкова 4а	1	10.0	1	1280741968	https://vk.com/images/places/clubs.png	48.705872	44.522329	776	Labamba	4	1455473026.0
Ошарская 1К2	74	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.322984	44.007262	777	Бессонница	4	1498947286.0
просп. Октябрьской Революции 11	3	134.0	1	1280741968	https://vk.com/images/places/clubs.png	45.042375	41.973063	778	Дом офицеров	4	1506863767.0
9 апреля 5	0	134.0	1	1280741968	https://vk.com/images/places/clubs.png	45.043706	41.992925	779	Центр им. Ю.А.Гагарина	4	1353829029.0
Республиканская 79	14	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.62372	39.877617	780	Юта	4	1504388476.0
3-я Советская 2К3	46	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.933997	30.366021	781	Цоколь	4	1471680902.0
Советская 139	5	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.2809	104.356298	782	Rock-Orbita	4	1453782716.0
Дзержинского 114а	3	134.0	1	1280741968	https://vk.com/images/places/clubs.png	45.044171	41.970745	783	Эрмитаж	4	1474819456.0
Б.Покровская 7	0	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.325135	44.003327	784	Паприка-кабаре	4	
Гагарина 86	19	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.201186	50.197229	785	Весна	4	1497597573.0
Красноармейская 157	109	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.233405	39.73544	786	Мед	4	1506264743.0
Мамина-Сибиряка 36	71	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.850614	60.613461	787	Havana	4	1482654544.0
Московская 1а	9	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.793822	49.103434	788	Opera	4	1449390041.0
Б.Садовая 45в	3	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.219061	39.70117	789	К-21	4	1415999847.0
Галактионовская 46	14	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.187677	50.098945	790	Подвал	4	1495788666.0
Советской Армии 219	0	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.233505	50.184177	791	Клуб авторской песни им. Грушина	4	1353898833.0
Доватора 118	3	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.23885	39.635404	792	Diеsel	4	1441434456.0
Б.Садовая 2	0	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.227163	39.744868	793	Yo Buddha	4	
Зорге 8К2	2	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.210259	39.636653	794	Бригантина	4	1438872861.0
Днепровский пер. 103К18	4	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.281726	39.756874	795	Орленок	4	1468243303.0
Восстания 98	3	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.833091	49.052659	796	Тасмания	4	1406450119.0
Звездинка 10К52	3	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.316414	43.995287	797	Макао	4	1332787181.0
Пушкина 40	120	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.724583	55.924043	798	Jet	4	1503697144.0
Ставропольская 41	0	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.334253	43.921194	799	Style	4	1341064283.0
просп. Ленина 32К34	94	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.837652	60.606269	800	The Rosy Jane	4	1498843435.0
п. Красково 	0	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.018634	82.924553	801	Синема	4	1345132201.0
Октябрьский просп. 41	47	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.274255	44.010756	802	Щелоковский хутор	4	1507561963.0
п. ВУГИ 2	1	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.632578	39.894451	803	Vinil	4	1372323088.0
Гоголя 2	3	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.591405	39.867071	804	Клеопатра	4	1465562494.0
п/о 3 43	23	87.0	1	1280741968	https://vk.com/images/places/clubs.png	68.966591	33.067884	805	Марракеш	4	1434828039.0
б-р Культуры 25	0	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.890663	60.574927	806	Привет	4	1400529774.0
корп. 532 7	70	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.787725	37.616036	807	Plan B	4	1486851394.0
Б.Дмитровка 11	3	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.761958	37.613737	808	Music Town	4	1442170140.0
Кирова, 18	3	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.258388	43.85109	809	Soccer	4	1489678311.0
М.Ямская 78а	2	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.306563	43.980699	810	Cafe	4	1418487168.0
Орджоникидзе 11	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.710869	37.605292	811	Б1 Maximum	4	1280949507.0
Нестерова 5	2	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.327521	44.016434	812	Спайдер	4	1348400727.0
Яблоневый сад 1	0	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.268476	43.922281	813	Каир	4	1333751468.0
Инициативная 10	3	87.0	1	1280741968	https://vk.com/images/places/clubs.png	68.91867	33.108515	814	X-Бар	4	1402763989.0
пл. Карла Маркса 2	1	99.0	1	1280741968	https://vk.com/images/places/clubs.png	54.98369	82.892797	815	Сальса	4	1376755507.0
Костина 3	37	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.311636	43.990652	816	Пирушка у Ганса	4	1506245140.0
Звездинка 12	80	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.316409	43.995746	817	Английское посольство	4	1506020249.0
Нижневолжская наб. 23	22	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.324478	44.001843	818	Плакучая ива	4	1506464669.0
Кирова 4а	1	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.288126	43.853291	819	Пекин	4	1451045480.0
Первомайская 27	17	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.843841	60.620139	820	СССР	4	1474660795.0
г. Ангарск 2	5	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.541669	103.919547	821	ДК «Энергетик»	4	1506518756.0
Лермонтова 279	1	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.248326	104.272746	822	Школа 19. Актовый зал	4	1499147002.0
Лермонтова 128	1	57.0	1	1280741968	https://vk.com/images/places/clubs.png	52.243319	104.270617	823	Институт земной коры. Актовый зал	4	1496125970.0
Ниж.Сусальный пер. 5	3	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.761319	37.662978	824	Gazgallery	4	1406610015.0
Воротниковский пер. 12	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.770831	37.601394	825	Подвал	4	1326499680.0
Болотная наб. 9а	343	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.740841	37.611212	826	Рай	4	1495935520.0
50 лет СССР 8	56	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.757259	56.000032	827	Уфимский джаз-клуб	4	1505244084.0
Огни Мурманска 	0	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.622477	39.887674	828	Лесное	4	
3-я Советская 34	243	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.931657	30.371914	829	XXXX Вar-2	4	1506713027.0
наб. реки Фонтанки 	1	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.922605	30.319376	830	Weightless	4	1321473253.0
Сретенский б-р 6К2	1	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.765508	37.635054	831	Контрабас	4	1310385292.0
Ломоносова 46	2	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.745818	37.667797	832	Platinum	4	1349601919.0
Брюсов пер. 8К10	87	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.759648	37.608598	833	Союз композиторов	4	1504377807.0
Мусы Джалиля 14К1	0	99.0	1	1280741968	https://vk.com/images/places/clubs.png	54.860834	83.091832	834	Raffinate	4	1346323637.0
Ташкентская 38К13	21	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.694566	37.800972	835	Академия	4	1493886647.0
Кстовский р-н, дер. Федяково 1	3	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.783858	49.151339	836	Эрмитаж	4	1417693165.0
Кольский просп. 158	4	87.0	1	1280741968	https://vk.com/images/places/clubs.png	68.91387	33.09619	837	Пилот	4	1446558366.0
Грузинская 69К10	3	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.249794	39.696507	838	Hooch	4	1346253345.0
Гороховая 13	0	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.933546	30.313793	839	Queens	4	1308430079.0
Московское ш. 81б	12	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.234815	50.201865	840	Созвездие развлечений	4	1420198807.0
 4	11	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.187305	50.097804	841	Pablo Escobar	4	1486829313.0
Ленинградская 37	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.18689	50.09139	842	Постель	4	1490113603.0
Некрасовская 46	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.189544	50.094192	843	Паутина	4	1392114530.0
Манежная пл. 1К2	15	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.755783	37.614703	844	Альбион	4	1374944982.0
Набережная 3	0	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.641953	39.871625	845	Lift-проект	4	1355324657.0
Московский просп. 135	7	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.592761	39.865346	846	Шайба	4	1351983339.0
Молодогвардейская 220	0	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.182708	50.093689	847	33 1/3	4	1342892661.0
Фрунзе 91К37	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.186717	50.091291	848	Десперадо	4	1339698619.0
Авроры 110	1	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.193445	50.187608	849	El Camino	4	1367946509.0
Спортивная 5	2	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.187834	50.122453	850	Баба Люба	4	1492963183.0
Нижневолжская наб. 16	33	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.324444	44.001843	851	Z-Top	4	1496327693.0
Володарского 16	45	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.768086	37.639276	852	Клуб Игоря Бутмана	4	1452712310.0
Багратионовский пр. 12	10	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.746274	37.510403	853	Зебра 2	4	1378100121.0
Белинского 63	182	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.316813	44.020449	854	Milo	4	1507478687.0
просп. Непокоренных 49	9	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.994882	30.405089	855	М-111	4	1486551260.0
просп. Октября 75	13	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.768324	56.019512	856	Аксаков	4	1491069968.0
Севастопольский просп. 33	2	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.675265	37.59224	857	Старый Томас	4	1478639561.0
просп. Энгельса 154	1	2.0	1	1280741968	https://vk.com/images/places/clubs.png	60.058668	30.336012	858	Metropolis	4	1448807300.0
аллея Поликарпова 6К2	5	2.0	1	1280741968	https://vk.com/images/places/clubs.png	60.005909	30.290374	859	S-Night Club	4	1389799420.0
Гороховая 49	7	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.927216	30.323545	860	Танцы	4	1374348277.0
Борчанинова 12	1	110.0	1	1280741968	https://vk.com/images/places/clubs.png	58.005248	56.222625	861	Брудершафт	4	1507322405.0
наб. реки Карповки 1	3	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.968407	30.317494	862	Папаклуб	4	1355011302.0
Ащеулов пер. 9	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.767712	37.634595	863	Tropiche	4	
Петропавловская 185	1	110.0	1	1280741968	https://vk.com/images/places/clubs.png	58.00849	56.241027	864	Pro100	4	1285183036.0
просп. Вернадского 53	69	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.673164	37.50231	865	FM Caf? Club	4	1504333630.0
Парижской Коммуны 25К39	0	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.781124	49.112482	866	Iceberg	4	1380880600.0
просп. Кирова 314	7	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.25312	50.22028	867	Relax	4	1394117115.0
Республиканская 7	37	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.636977	39.882674	868	Флагман	4	1498221512.0
просп. Ленина 107	1	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.1658	37.589051	869	Ворота солнца	4	1389028464.0
Красноармейский просп. 14	67	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.197705	37.6024	870	Казанова	4	1497973178.0
Фридриха Энгельса 66	132	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.176525	37.594081	871	Премьер	4	1496157606.0
Чапаева 51	13	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.176473	37.620788	872	Мед	4	1496941644.0
Односторонняя Гривка 1	15	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.812494	49.094332	873	OutHall	4	1487456978.0
Инская 56	6	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.009781	82.936429	874	Forum	4	1504971691.0
Буденновский просп. 42	109	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.22269	39.706973	875	Багдад	4	1505574086.0
просп. 40-летия Победы 262	0	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.237021	39.813109	876	Студия 61	4	1388094746.0
Б.Покровская 25	25	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.321132	43.998719	877	ABS	4	1483874786.0
просп. Обуховской Обороны 119б	0	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.892238	30.436539	878	Восточный	4	1404989307.0
Ленина 100	5	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.737647	55.954038	879	TT	4	1376742388.0
Садовая 12	30	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.935015	30.336116	880	Tiffany`s Cafe	4	1429177317.0
Иванова 15а	4	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.863762	49.089229	881	Wild West	4	1378752148.0
Звенигородская 9	16	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.917669	30.341551	882	Pravda	4	1487183811.0
Щербакова 4	8	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.788776	60.649528	883	Joy Pub	4	1425405528.0
В. Красносельская 6а	8	10.0	1	1280741968	https://vk.com/images/places/clubs.png	48.808466	44.767862	884	Филармония	4	1344662163.0
Мадонская 	0	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.786735	49.122813	885	Богема	4	
Менделеева 137	98	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.713387	55.993546	886	Театро	4	1507317226.0
просп. Октября 75	121	151.0	1	1280741968	https://vk.com/images/places/clubs.png	54.768324	56.019412	887	А кафе	4	1505069730.0
Журавлева 38	13	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.224269	39.734785	888	XXX	4	1475416242.0
Думская 4	55	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.933325	30.328701	889	Punch	4	1455041121.0
Текучева 224	0	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.233411	39.700209	890	Cork	4	1342302254.0
наб. канала Грибоедова 28К1	12	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.932464	30.325956	891	Министерство культуры	4	1400206468.0
Социалистическая 52а	0	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.221888	39.721894	892	S-52	4	
Манежная пл. 1К2	7	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.755783	37.614603	893	Променад	4	1380907453.0
просп. Александра Невского 30	7	112.0	1	1280741968	https://vk.com/images/places/clubs.png	61.781487	34.383206	894	Папарацци	4	1449747328.0
Зорге 	3	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.218914	39.632583	895	Bull Bar	4	1472944169.0
Гагарина 42	5	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.966475	30.30967	896	Rock Cafe	4	1382120265.0
Маросейка 15	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.758058	37.637335	897	Шеф и Григорич	4	1353645357.0
пл. Киевского Вокзала 2	20	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.74449	37.566202	898	Song & Show Сlub Isterika	4	1503142307.0
г. Олонец, Свирских Дивизий 176а	0	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.022227	39.001706	899	База 2	4	
Щербакова 4	0	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.788776	60.649428	900	Давлет хан	4	
Сергия Радонежского 5К2	3	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.747196	37.674031	901	Корс	4	1431606771.0
просп. Гагарина 37б	9	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.255347	43.969398	902	Элат	4	1487235146.0
Свободы 90	1	158.0	1	1280741968	https://vk.com/images/places/clubs.png	55.15248	61.41407	903	Бараклуб	4	1352386842.0
Дзержинского 120	2	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.912404	60.599828	904	Звездный дождь	4	1342153223.0
Б.Покровская 4д	0	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.324855	44.003795	905	Авентура	4	
просп. Косыгина 	6	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.944445	30.476855	906	Гала	4	1380790628.0
просп. Калинина 6	5	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.193785	37.618981	907	Игуана	4	1476630779.0
Ст.Басманная 20К13	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.7664	37.667087	908	Phonteq House	4	1320518756.0
Новослободская 20	0	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.782542	37.598762	909	Vovva	4	1333801582.0
Воеводина 6	1	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.837578	60.601454	910	2 Ку	4	1349949821.0
Красный просп. 	3	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.04563	82.915983	911	Алмаз	4	1460143933.0
Кирова 94	4	158.0	1	1280741968	https://vk.com/images/places/clubs.png	55.164423	61.399769	912	Casa Project	4	1408267952.0
просп. Карла Маркса 	24	99.0	1	1280741968	https://vk.com/images/places/clubs.png	54.988557	82.905679	913	Кофемолка	4	1504165524.0
Луначарского 12	0	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.205642	37.619746	914	Спартак	4	1391753749.0
Б.Морская 52	1	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.931382	30.304684	915	Особняк	4	1483649214.0
Петрозаводская 22	4	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.775434	37.555077	916	4ever Young	4	1414811384.0
Октябрьская 2а	1	169.0	1	1280741968	https://vk.com/images/places/clubs.png	57.675181	39.783662	917	Невский	4	1382694879.0
Просвирин пер. 7	7	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.768851	37.633877	918	Shandra	4	1466129130.0
Славянская пл. 2К3	5	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.75357	37.635048	919	Театро	4	1417251501.0
Орджоникидзе 15	2	110.0	1	1280741968	https://vk.com/images/places/clubs.png	58.017906	56.24396	920	Сели-поели	4	1416922017.0
пер. Сквозной 89	1	110.0	1	1280741968	https://vk.com/images/places/clubs.png	58.009749	56.215187	921	Fantasy	4	1351357566.0
Куйбышева 103К105	0	123.0	1	1280741968	https://vk.com/images/places/clubs.png	53.188336	50.090366	922	Художка	4	1354030889.0
Бульварная 7	12	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.911028	37.748071	923	Танцпол	4	1417039297.0
ул. 295-й Стрелковой Дивизии 	6	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.937233	30.331741	924	Бродячая собака	4	1500748041.0
Ленина 21	2	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.029838	82.919388	925	Night Show	4	1348162540.0
пл. Горького 6	1	95.0	1	1280741968	https://vk.com/images/places/clubs.png	56.314008	43.991443	926	Дежавю	4	1391011719.0
Северная 319	0	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.039107	38.985671	927	Пантера	4	1351458662.0
Певческий пер. 4К1	1	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.751796	37.641719	928	Бордо	4	1449002962.0
Куйбышева 37	6	110.0	1	1280741968	https://vk.com/images/places/clubs.png	58.007308	56.235202	929	Панорама	4	1401935978.0
гора Машук, место дуэли Лермонтова 24а	41	60.0	1	1280741968	https://vk.com/images/places/clubs.png	55.790362	49.133408	930	Маяковский. Желтая кофта	4	1507353923.0
Волгоградский пр. 6	5	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.819257	37.564818	931	Castle Rock Club	4	1385285917.0
аллея Строителей 	1	158.0	1	1280741968	https://vk.com/images/places/clubs.png	55.191644	61.304494	932	Кино&Домино	4	1355390863.0
Ленина 5	1	99.0	1	1280741968	https://vk.com/images/places/clubs.png	55.029838	82.919388	933	Index	4	1354979552.0
Красноармейская 64	30	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.02812	38.973975	934	Digger	4	1446255506.0
просп. Кирова, мост 183	8	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.049692	38.956682	935	Эра	4	1411842950.0
ская 135К1	2	72.0	1	1280741968	https://vk.com/images/places/clubs.png	55.676783	37.762349	936	Фэнтази	4	1462050207.0
Адмиральского 311	0	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.03954	38.972259	937	Паук	4	1347813398.0
Красная 109	2	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.036713	38.973714	938	Орбита	4	1333273705.0
Красная 27	4	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.021743	38.969079	939	Небеса	4	1373136341.0
Красных Партизан 228	12	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.04894	38.968998	940	Onegin	4	1426623707.0
гора Казачка 20К3	5	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.032031	38.903717	941	Снежная королева	4	1506010844.0
Тургенева 155	10	72.0	1	1280741968	https://vk.com/images/places/clubs.png	45.06228	38.960437	942	Joy	4	1488663505.0
Светланская 15а	0	37.0	1	1280741968	https://vk.com/images/places/clubs.png	43.116654	131.881882	943	Премьера	4	
просп. 40 лет Октября/просп. Кирова 	5	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.22903	39.764231	944	911	4	1415969616.0
Мира 259	7	119.0	1	1280741968	https://vk.com/images/places/clubs.png	47.23387	39.715687	945	Extravaganza	4	1483659297.0
просп. Ленина 87	54	146.0	1	1280741968	https://vk.com/images/places/clubs.png	54.175271	37.59874	946	Арсенал	4	1496776083.0
Орджоникидзе 	20	2.0	1	1280741968	https://vk.com/images/places/clubs.png	59.971812	30.259903	947	Веранда «Море»	4	1374414851.0
Карла Либкнехта 23	4	49.0	1	1280741968	https://vk.com/images/places/clubs.png	56.840193	60.610554	948	Базар	4	1425062265.0
Столешников пер. 12	443	1.0	1	1280741968	https://vk.com/images/places/clubs.png	55.762728	37.614572	949	Shop & Bar Denis Simachev	4	1507475625.0
